_id,Site,SiteNumber,Seconds,DateTime,Latitude,Longitude,Hsig,Hmax,Tp,Tz,SST,Direction,Current Speed,Current Direction
2025,Hay Point,15,1687971600,2023-06-29T03:00:00,-21.27191,149.31235,0.126,0.2,14.29,4.651,23.15,85.8,-99.9,-99.9
2026,Hay Point,15,1687973400,2023-06-29T03:30:00,-21.27191,149.31237,0.124,0.19,13.33,4.651,23.1,128,-99.9,-99.9
2027,Hay Point,15,1687975200,2023-06-29T04:00:00,-21.27191,149.31237,0.127,0.21,12.5,4.819,23.1,101.3,-99.9,-99.9
2028,Hay Point,15,1687977000,2023-06-29T04:30:00,-21.2719,149.31237,0.126,0.21,12.5,5.128,23.1,108.3,-99.9,-99.9
2029,Hay Point,15,1687978800,2023-06-29T05:00:00,-21.2719,149.31237,0.142,0.24,11.76,4.04,23.05,94.2,-99.9,-99.9
2030,Hay Point,15,1687980600,2023-06-29T05:30:00,-21.27189,149.3124,0.157,0.28,12.5,4.545,23.1,88.6,-99.9,-99.9
2031,Hay Point,15,1687982400,2023-06-29T06:00:00,-21.27187,149.31237,0.151,0.29,12.5,4.301,23.05,92.8,-99.9,-99.9
2032,Hay Point,15,1687984200,2023-06-29T06:30:00,-21.27183,149.31244,0.158,0.31,11.76,4,23.05,95.6,-99.9,-99.9
2033,Hay Point,15,1687986000,2023-06-29T07:00:00,-21.27153,149.3124,0.153,0.25,13.33,3.922,23.05,83,-99.9,-99.9
2034,Hay Point,15,1687987800,2023-06-29T07:30:00,-21.27145,149.3122,0.149,0.24,13.33,3.419,23.1,77.3,-99.9,-99.9
2035,Hay Point,15,1687989600,2023-06-29T08:00:00,-21.27143,149.3122,0.146,0.26,13.33,3.54,23.1,71.7,-99.9,-99.9
2036,Hay Point,15,1687991400,2023-06-29T08:30:00,-21.27142,149.31222,0.137,0.22,13.33,3.774,23.1,78.8,-99.9,-99.9
2037,Hay Point,15,1687993200,2023-06-29T09:00:00,-21.27142,149.3122,0.126,0.25,14.29,4.348,23.1,71.7,-99.9,-99.9
2038,Hay Point,15,1687995000,2023-06-29T09:30:00,-21.27142,149.3122,0.133,0.25,13.33,4.396,23.1,60.5,-99.9,-99.9
2039,Hay Point,15,1687996800,2023-06-29T10:00:00,-21.27141,149.31222,0.112,0.21,12.5,5.063,23.15,74.5,-99.9,-99.9
2040,Hay Point,15,1687998600,2023-06-29T10:30:00,-21.27142,149.31222,0.121,0.24,13.33,4.651,23.2,71.7,-99.9,-99.9
2041,Hay Point,15,1688002200,2023-06-29T11:30:00,-21.27143,149.31229,0.098,0.18,12.5,3.478,23.2,70.3,-99.9,-99.9
2042,Hay Point,15,1688004000,2023-06-29T12:00:00,-21.27141,149.31227,0.118,0.24,13.33,3.883,23.2,88.6,-99.9,-99.9
2043,Hay Point,15,1688005800,2023-06-29T12:30:00,-21.27144,149.31233,0.156,0.31,14.29,2.564,23.25,77.3,-99.9,-99.9
2044,Hay Point,15,1688007600,2023-06-29T13:00:00,-21.27168,149.31235,0.19,0.4,1.96,2.186,23.25,116.7,-99.9,-99.9
2045,Hay Point,15,1688009400,2023-06-29T13:30:00,-21.27191,149.31233,0.228,0.36,2.27,2.273,23.25,112.5,-99.9,-99.9
2046,Hay Point,15,1688011200,2023-06-29T14:00:00,-21.27191,149.31233,0.223,0.42,2.38,2.5,23.4,122.3,-99.9,-99.9
2047,Hay Point,15,1688013000,2023-06-29T14:30:00,-21.27193,149.31235,0.23,0.52,2.7,2.516,23.4,132.2,-99.9,-99.9
2048,Hay Point,15,1688014800,2023-06-29T15:00:00,-21.27193,149.31235,0.217,0.36,2.86,2.632,23.3,136.4,-99.9,-99.9
2049,Hay Point,15,1688016600,2023-06-29T15:30:00,-21.27195,149.31235,0.205,0.34,2.94,2.649,23.4,139.2,-99.9,-99.9
2050,Hay Point,15,1688018400,2023-06-29T16:00:00,-21.27192,149.31235,0.207,0.39,2.86,2.632,23.3,136.4,-99.9,-99.9
2051,Hay Point,15,1688020200,2023-06-29T16:30:00,-21.27192,149.31237,0.201,0.32,2.86,2.685,23.2,149.1,-99.9,-99.9
2052,Hay Point,15,1688022000,2023-06-29T17:00:00,-21.27191,149.31235,0.191,0.3,2.78,2.649,23.2,146.3,-99.9,-99.9
2053,Hay Point,15,1688023800,2023-06-29T17:30:00,-21.27191,149.31235,0.196,0.35,2.86,2.721,23.2,147.7,-99.9,-99.9
2054,Hay Point,15,1688025600,2023-06-29T18:00:00,-21.27189,149.31235,0.178,0.28,2.94,2.778,23.2,154.7,-99.9,-99.9
2055,Hay Point,15,1688027400,2023-06-29T18:30:00,-21.27186,149.31237,0.167,0.35,11.76,2.74,23.15,99.8,-99.9,-99.9
2056,Hay Point,15,1688029200,2023-06-29T19:00:00,-21.27171,149.31237,0.156,0.25,11.11,2.778,23.2,88.6,-99.9,-99.9
2057,Hay Point,15,1688031000,2023-06-29T19:30:00,-21.27145,149.31225,0.153,0.3,11.76,2.74,23.2,80.2,-99.9,-99.9
2058,Hay Point,15,1688032800,2023-06-29T20:00:00,-21.27143,149.31222,0.134,0.23,12.5,2.985,23.2,73.1,-99.9,-99.9
2059,Hay Point,15,1688034600,2023-06-29T20:30:00,-21.27142,149.31218,0.136,0.29,10.53,2.941,23.25,80.2,-99.9,-99.9
2060,Hay Point,15,1688038200,2023-06-29T21:30:00,-21.27142,149.31218,0.118,0.2,13.33,3.333,23.2,84.4,-99.9,-99.9
2061,Hay Point,15,1688040000,2023-06-29T22:00:00,-21.27142,149.3122,0.113,0.22,12.5,3.509,23.2,73.1,-99.9,-99.9
2062,Hay Point,15,1688041800,2023-06-29T22:30:00,-21.27142,149.3122,0.105,0.21,12.5,3.81,23.2,71.7,-99.9,-99.9
2063,Hay Point,15,1688043600,2023-06-29T23:00:00,-21.27141,149.3122,0.096,0.16,13.33,3.2,23.15,73.1,-99.9,-99.9
2064,Hay Point,15,1688047200,2023-06-30T00:00:00,-21.27141,149.31225,0.138,0.28,13.33,2.857,23.2,57.7,-99.9,-99.9
2065,Hay Point,15,1688049000,2023-06-30T00:30:00,-21.27141,149.3122,0.353,0.72,2,2.128,23.2,142,-99.9,-99.9
2066,Hay Point,15,1688050800,2023-06-30T01:00:00,-21.27142,149.31222,0.566,0.95,2.7,2.581,23.2,139.2,-99.9,-99.9
2067,Hay Point,15,1688052600,2023-06-30T01:30:00,-21.27143,149.31225,0.661,1.17,3.57,3.053,23.2,139.2,-99.9,-99.9
2068,Hay Point,15,1688054400,2023-06-30T02:00:00,-21.27145,149.31235,0.773,1.74,4,3.306,23.2,136.4,-99.9,-99.9
2069,Hay Point,15,1688056200,2023-06-30T02:30:00,-21.27187,149.31237,0.878,1.55,4.17,3.604,23.15,135,-99.9,-99.9
2070,Hay Point,15,1688058000,2023-06-30T03:00:00,-21.2719,149.31229,0.899,1.54,4.35,3.738,23.15,133.6,-99.9,-99.9
2071,Hay Point,15,1688059800,2023-06-30T03:30:00,-21.27191,149.31231,0.987,1.56,4.76,3.774,23.15,129.4,-99.9,-99.9
2072,Hay Point,15,1688061600,2023-06-30T04:00:00,-21.2719,149.31227,1.112,1.81,4.55,3.774,23.2,133.6,-99.9,-99.9
2073,Hay Point,15,1688063400,2023-06-30T04:30:00,-21.27191,149.31233,1.007,1.67,5,4.04,23.15,132.2,-99.9,-99.9
2074,Hay Point,15,1688067000,2023-06-30T05:30:00,-21.2719,149.31233,1.062,1.78,5,4.301,23.05,135,-99.9,-99.9
2075,Hay Point,15,1688068800,2023-06-30T06:00:00,-21.27188,149.31233,1.122,2.11,5,4,23.05,135,-99.9,-99.9
2076,Hay Point,15,1688070600,2023-06-30T06:30:00,-21.27184,149.31233,1.067,1.69,4.76,3.922,23.05,135,-99.9,-99.9
2077,Hay Point,15,1688072400,2023-06-30T07:00:00,-21.27147,149.31214,1.024,1.95,4.35,3.846,23.05,135,-99.9,-99.9
2078,Hay Point,15,1688074200,2023-06-30T07:30:00,-21.27143,149.31214,0.998,1.72,5.26,3.846,23,128,-99.9,-99.9
2079,Hay Point,15,1688076000,2023-06-30T08:00:00,-21.27143,149.31214,0.959,1.75,4.76,3.738,22.95,132.2,-99.9,-99.9
2080,Hay Point,15,1688077800,2023-06-30T08:30:00,-21.27142,149.31212,0.877,1.52,4.76,3.704,23.05,133.6,-99.9,-99.9
2081,Hay Point,15,1688079600,2023-06-30T09:00:00,-21.27142,149.31214,0.802,1.15,4.17,3.604,22.95,133.6,-99.9,-99.9
2082,Hay Point,15,1688081400,2023-06-30T09:30:00,-21.27142,149.31214,0.785,1.55,4,3.54,22.9,130.8,-99.9,-99.9
2083,Townsville,10,1687442400,2023-06-23T00:00:00,-19.17622,147.07458,0.475,0.82,7.14,3.478,23.4,43.92,-99.9,-99.9
2084,Townsville,10,1687444200,2023-06-23T00:30:00,-19.1761,147.07462,0.45,0.78,7.14,3.571,23.4,53.72,-99.9,-99.9
2085,Townsville,10,1687446000,2023-06-23T01:00:00,-19.1759,147.0747,0.463,0.77,7.14,3.39,23.35,49.52,-99.9,-99.9
2086,Townsville,10,1687447800,2023-06-23T01:30:00,-19.17576,147.07485,0.447,0.69,7.14,3.419,23.35,50.92,-99.9,-99.9
2087,Townsville,10,1687449600,2023-06-23T02:00:00,-19.17572,147.07515,0.432,0.73,7.14,3.361,23.35,48.12,-99.9,-99.9
2088,Townsville,10,1687451400,2023-06-23T02:30:00,-19.17572,147.07526,0.446,0.71,7.69,3.419,23.35,50.92,-99.9,-99.9
2089,Townsville,10,1687453200,2023-06-23T03:00:00,-19.1757,147.0752,0.446,0.78,7.69,3.54,23.35,50.92,-99.9,-99.9
2090,Townsville,10,1687455000,2023-06-23T03:30:00,-19.17569,147.07511,0.478,0.82,7.69,3.54,23.35,50.92,-99.9,-99.9
2091,Townsville,10,1687456800,2023-06-23T04:00:00,-19.17569,147.07507,0.459,0.71,7.14,3.571,23.35,49.52,-99.9,-99.9
2092,Townsville,10,1687458600,2023-06-23T04:30:00,-19.1757,147.07498,0.47,0.81,7.14,3.636,23.35,49.52,-99.9,-99.9
2093,Townsville,10,1687460400,2023-06-23T05:00:00,-19.17571,147.07494,0.475,0.97,7.14,3.67,23.35,49.52,-99.9,-99.9
2094,Townsville,10,1687462200,2023-06-23T05:30:00,-19.17572,147.07492,0.46,0.7,7.14,3.738,23.35,52.32,-99.9,-99.9
2095,Townsville,10,1687464000,2023-06-23T06:00:00,-19.17572,147.0749,0.489,1.09,7.69,3.846,23.35,48.12,-99.9,-99.9
2096,Townsville,10,1687465800,2023-06-23T06:30:00,-19.17572,147.0749,0.479,0.8,7.69,3.774,23.35,50.92,-99.9,-99.9
2097,Townsville,10,1687467600,2023-06-23T07:00:00,-19.17573,147.0749,0.474,0.65,6.67,3.509,23.35,42.52,-99.9,-99.9
2098,Townsville,10,1687469400,2023-06-23T07:30:00,-19.17576,147.07485,0.458,0.81,7.14,3.636,23.35,48.12,-99.9,-99.9
2099,Townsville,10,1687471200,2023-06-23T08:00:00,-19.1758,147.07479,0.458,0.73,6.67,3.738,23.35,49.52,-99.9,-99.9
2100,Townsville,10,1687473000,2023-06-23T08:30:00,-19.17578,147.07481,0.472,0.71,7.14,3.774,23.35,48.12,-99.9,-99.9
2101,Townsville,10,1687474800,2023-06-23T09:00:00,-19.17577,147.07481,0.465,0.82,7.14,3.604,23.35,42.52,-99.9,-99.9
2102,Townsville,10,1687476600,2023-06-23T09:30:00,-19.17578,147.07479,0.455,0.74,7.69,3.419,23.35,48.12,-99.9,-99.9
2103,Townsville,10,1687478400,2023-06-23T10:00:00,-19.17584,147.07473,0.418,0.79,7.14,3.419,23.4,48.12,-99.9,-99.9
2104,Townsville,10,1687480200,2023-06-23T10:30:00,-19.17587,147.0747,0.447,0.7,7.14,3.448,23.45,50.92,-99.9,-99.9
2105,Townsville,10,1687482000,2023-06-23T11:00:00,-19.17584,147.07475,0.404,0.64,7.14,3.738,23.5,48.12,-99.9,-99.9
2106,Townsville,10,1687483800,2023-06-23T11:30:00,-19.17587,147.07475,0.389,0.66,7.69,3.604,23.6,45.32,-99.9,-99.9
2107,Townsville,10,1687485600,2023-06-23T12:00:00,-19.1759,147.07477,0.39,0.69,7.14,3.636,23.7,50.92,-99.9,-99.9
2108,Townsville,10,1687487400,2023-06-23T12:30:00,-19.17599,147.07475,0.398,0.6,7.14,3.774,23.85,39.62,-99.9,-99.9
2109,Townsville,10,1687489200,2023-06-23T13:00:00,-19.17619,147.07479,0.371,0.62,7.14,3.922,24,45.32,-99.9,-99.9
2110,Townsville,10,1687491000,2023-06-23T13:30:00,-19.17629,147.0749,0.36,0.71,7.69,3.96,24.15,48.12,-99.9,-99.9
2111,Townsville,10,1687492800,2023-06-23T14:00:00,-19.1763,147.07505,0.376,0.59,7.14,4,24.2,45.32,-99.9,-99.9
2112,Townsville,10,1687494600,2023-06-23T14:30:00,-19.17629,147.07513,0.365,0.58,7.69,4.082,24.45,53.72,-99.9,-99.9
2113,Townsville,10,1687496400,2023-06-23T15:00:00,-19.17628,147.07507,0.37,0.65,7.69,4.167,24.4,52.32,-99.9,-99.9
2114,Townsville,10,1687498200,2023-06-23T15:30:00,-19.17639,147.075,0.378,0.54,7.14,4.396,24.3,49.52,-99.9,-99.9
2115,Townsville,10,1687500000,2023-06-23T16:00:00,-19.17647,147.07494,0.397,0.73,7.69,4.348,24.25,49.52,-99.9,-99.9
2116,Townsville,10,1687501800,2023-06-23T16:30:00,-19.17656,147.07485,0.359,0.57,7.69,4.301,24.05,49.52,-99.9,-99.9
2117,Townsville,10,1687503600,2023-06-23T17:00:00,-19.17663,147.07485,0.369,0.7,7.14,4.348,23.95,52.32,-99.9,-99.9
2118,Townsville,10,1687505400,2023-06-23T17:30:00,-19.17666,147.07492,0.374,0.64,7.69,4.255,23.85,50.92,-99.9,-99.9
2119,Townsville,10,1687507200,2023-06-23T18:00:00,-19.17663,147.07485,0.37,0.69,8.33,3.96,23.8,45.32,-99.9,-99.9
2120,Townsville,10,1687509000,2023-06-23T18:30:00,-19.17663,147.07481,0.369,0.59,8.33,4.167,23.75,52.32,-99.9,-99.9
2121,Townsville,10,1687510800,2023-06-23T19:00:00,-19.17663,147.07483,0.366,0.65,8.33,4,23.7,52.32,-99.9,-99.9
2122,Townsville,10,1687512600,2023-06-23T19:30:00,-19.17666,147.07488,0.37,0.57,7.14,4.124,23.65,48.12,-99.9,-99.9
2123,Townsville,10,1687514400,2023-06-23T20:00:00,-19.17669,147.07496,0.351,0.73,8.33,4.082,23.65,46.72,-99.9,-99.9
2124,Townsville,10,1687516200,2023-06-23T20:30:00,-19.17669,147.07498,0.316,0.51,6.67,3.883,23.65,52.32,-99.9,-99.9
2125,Townsville,10,1687518000,2023-06-23T21:00:00,-19.1767,147.07511,0.34,0.56,7.69,3.846,23.65,49.52,-99.9,-99.9
2126,Townsville,10,1687519800,2023-06-23T21:30:00,-19.1767,147.07509,0.32,0.49,7.69,4,23.6,49.52,-99.9,-99.9
2127,Townsville,10,1687521600,2023-06-23T22:00:00,-19.17671,147.0752,0.333,0.55,7.14,3.96,23.6,53.72,-99.9,-99.9
2128,Townsville,10,1687523400,2023-06-23T22:30:00,-19.1767,147.07524,0.358,0.61,7.14,4.04,23.65,50.92,-99.9,-99.9
2129,Townsville,10,1687525200,2023-06-23T23:00:00,-19.17669,147.0753,0.338,0.52,7.69,4.211,23.6,50.92,-99.9,-99.9
2130,Townsville,10,1687527000,2023-06-23T23:30:00,-19.17667,147.07533,0.337,0.51,5.26,4.211,23.6,56.52,-99.9,-99.9
2131,Townsville,10,1687528800,2023-06-24T00:00:00,-19.17664,147.07539,0.319,0.51,7.14,4.301,23.55,46.72,-99.9,-99.9
2132,Townsville,10,1687530600,2023-06-24T00:30:00,-19.17661,147.07543,0.325,0.58,5.88,4.301,23.55,49.52,-99.9,-99.9
2133,Townsville,10,1687532400,2023-06-24T01:00:00,-19.17656,147.0755,0.326,0.53,7.69,4.494,23.55,48.12,-99.9,-99.9
2134,Townsville,10,1687534200,2023-06-24T01:30:00,-19.17656,147.07554,0.347,0.69,5.88,4.444,23.55,50.92,-99.9,-99.9
2135,Townsville,10,1687536000,2023-06-24T02:00:00,-19.17649,147.07556,0.319,0.55,7.69,4.598,23.55,46.72,-99.9,-99.9
2136,Townsville,10,1687537800,2023-06-24T02:30:00,-19.17647,147.07558,0.297,0.57,7.69,4.545,23.55,52.32,-99.9,-99.9
2137,Townsville,10,1687539600,2023-06-24T03:00:00,-19.17646,147.07558,0.305,0.45,8.33,4.396,23.5,45.32,-99.9,-99.9
2138,Townsville,10,1687541400,2023-06-24T03:30:00,-19.17646,147.07561,0.306,0.54,8.33,4.706,23.5,48.12,-99.9,-99.9
2139,Townsville,10,1687543200,2023-06-24T04:00:00,-19.17645,147.07561,0.287,0.51,7.14,4.706,23.5,49.52,-99.9,-99.9
2140,Townsville,10,1687545000,2023-06-24T04:30:00,-19.17646,147.07558,0.29,0.48,7.14,4.598,23.5,49.52,-99.9,-99.9
2141,Townsville,10,1687546800,2023-06-24T05:00:00,-19.17641,147.07558,0.277,0.52,7.69,4.651,23.5,49.52,-99.9,-99.9
2142,Townsville,10,1687548600,2023-06-24T05:30:00,-19.17634,147.07565,0.281,0.46,8.33,4.598,23.55,43.92,-99.9,-99.9
2143,Townsville,10,1687550400,2023-06-24T06:00:00,-19.1763,147.07565,0.288,0.54,8.33,4.598,23.55,48.12,-99.9,-99.9
2144,Townsville,10,1687552200,2023-06-24T06:30:00,-19.17631,147.07563,0.295,0.55,7.69,3.922,23.55,46.72,-99.9,-99.9
2145,Townsville,10,1687554000,2023-06-24T07:00:00,-19.17631,147.07565,0.298,0.58,7.69,3.448,23.5,50.92,-99.9,-99.9
2146,Townsville,10,1687555800,2023-06-24T07:30:00,-19.17632,147.07563,0.295,0.5,8.33,3.333,23.5,49.52,-99.9,-99.9
2147,Townsville,10,1687557600,2023-06-24T08:00:00,-19.1763,147.07561,0.306,0.59,7.69,3.101,23.5,52.32,-99.9,-99.9
2148,Townsville,10,1687559400,2023-06-24T08:30:00,-19.17637,147.07561,0.305,0.52,8.33,3.2,23.5,45.32,-99.9,-99.9
2149,Townsville,10,1687561200,2023-06-24T09:00:00,-19.17639,147.07561,0.31,0.55,7.69,3.2,23.5,46.72,-99.9,-99.9
2150,Townsville,10,1687563000,2023-06-24T09:30:00,-19.17641,147.07558,0.298,0.59,7.14,3.15,23.55,49.52,-99.9,-99.9
2151,Townsville,10,1687564800,2023-06-24T10:00:00,-19.17645,147.07554,0.296,0.6,7.69,3.077,23.6,46.72,-99.9,-99.9
2152,Townsville,10,1687566600,2023-06-24T10:30:00,-19.17654,147.0755,0.284,0.54,7.69,3.15,23.6,41.12,-99.9,-99.9
2153,Townsville,10,1687568400,2023-06-24T11:00:00,-19.17656,147.07546,0.285,0.47,7.14,3.175,23.65,43.92,-99.9,-99.9
2154,Townsville,10,1687570200,2023-06-24T11:30:00,-19.17655,147.07546,0.263,0.5,7.69,3.361,23.75,49.52,-99.9,-99.9
2155,Townsville,10,1687572000,2023-06-24T12:00:00,-19.17657,147.07543,0.264,0.46,7.14,3.39,23.8,41.12,-99.9,-99.9
2156,Townsville,10,1687573800,2023-06-24T12:30:00,-19.17658,147.07543,0.278,0.44,7.69,3.67,23.95,50.92,-99.9,-99.9
2157,Townsville,10,1687575600,2023-06-24T13:00:00,-19.1766,147.07548,0.269,0.52,7.14,4.04,24,45.32,-99.9,-99.9
2158,Townsville,10,1687577400,2023-06-24T13:30:00,-19.17656,147.0755,0.274,0.51,7.14,4.255,24.1,45.32,-99.9,-99.9
2159,Townsville,10,1687579200,2023-06-24T14:00:00,-19.17654,147.07554,0.272,0.47,7.14,4.396,24.15,42.52,-99.9,-99.9
2160,Townsville,10,1687581000,2023-06-24T14:30:00,-19.17653,147.0755,0.276,0.47,7.69,4.494,24.15,49.52,-99.9,-99.9
2161,Townsville,10,1687582800,2023-06-24T15:00:00,-19.17651,147.07552,0.281,0.47,7.69,4.545,24.25,49.52,-99.9,-99.9
2162,Townsville,10,1687584600,2023-06-24T15:30:00,-19.17651,147.07552,0.282,0.5,7.69,4.545,24.25,45.32,-99.9,-99.9
2163,Townsville,10,1687586400,2023-06-24T16:00:00,-19.17651,147.07554,0.26,0.49,7.69,4.396,24.2,41.12,-99.9,-99.9
2164,Townsville,10,1687588200,2023-06-24T16:30:00,-19.1765,147.07554,0.275,0.45,6.67,4.167,24.1,49.52,-99.9,-99.9
2165,Townsville,10,1687590000,2023-06-24T17:00:00,-19.17652,147.07552,0.275,0.48,7.69,4.167,24.05,42.52,-99.9,-99.9
2166,Townsville,10,1687591800,2023-06-24T17:30:00,-19.17652,147.0755,0.292,0.5,7.14,4.124,24,41.12,-99.9,-99.9
2167,Townsville,10,1687593600,2023-06-24T18:00:00,-19.17653,147.0755,0.298,0.49,7.14,4.124,24,46.72,-99.9,-99.9
2168,Townsville,10,1687595400,2023-06-24T18:30:00,-19.17654,147.07548,0.291,0.52,7.69,4.211,23.95,45.32,-99.9,-99.9
2169,Townsville,10,1687597200,2023-06-24T19:00:00,-19.17653,147.0755,0.3,0.48,7.14,4,23.95,39.62,-99.9,-99.9
2170,Townsville,10,1687599000,2023-06-24T19:30:00,-19.17656,147.07548,0.301,0.54,6.67,3.922,23.95,50.92,-99.9,-99.9
2171,Townsville,10,1687600800,2023-06-24T20:00:00,-19.17657,147.07546,0.287,0.46,7.14,4,23.95,46.72,-99.9,-99.9
2172,Townsville,10,1687602600,2023-06-24T20:30:00,-19.17657,147.07546,0.278,0.5,7.14,3.883,23.95,48.12,-99.9,-99.9
2173,Townsville,10,1687604400,2023-06-24T21:00:00,-19.17658,147.07548,0.29,0.6,7.14,3.774,23.95,48.12,-99.9,-99.9
2174,Townsville,10,1687606200,2023-06-24T21:30:00,-19.17658,147.07539,0.298,0.53,7.69,3.96,23.95,50.92,-99.9,-99.9
2175,Townsville,10,1687608000,2023-06-24T22:00:00,-19.17659,147.07541,0.296,0.46,6.67,3.883,23.95,53.72,-99.9,-99.9
2176,Townsville,10,1687609800,2023-06-24T22:30:00,-19.1766,147.07543,0.293,0.52,6.25,3.81,23.9,43.92,-99.9,-99.9
2177,Townsville,10,1687611600,2023-06-24T23:00:00,-19.1766,147.07541,0.3,0.52,5.88,3.81,23.9,42.52,-99.9,-99.9
2178,Townsville,10,1687613400,2023-06-24T23:30:00,-19.17663,147.07541,0.299,0.51,4.17,3.883,23.9,41.12,-99.9,-99.9
2179,Townsville,10,1687615200,2023-06-25T00:00:00,-19.17661,147.07541,0.301,0.51,7.14,3.883,23.9,53.72,-99.9,-99.9
2180,Townsville,10,1687617000,2023-06-25T00:30:00,-19.17658,147.07546,0.305,0.55,5.88,3.774,23.9,59.32,-99.9,-99.9
2181,Townsville,10,1687618800,2023-06-25T01:00:00,-19.17653,147.0755,0.301,0.46,7.69,3.419,23.9,49.52,-99.9,-99.9
2182,Townsville,10,1687620600,2023-06-25T01:30:00,-19.17651,147.07552,0.32,0.51,4.76,3.279,23.9,42.52,-99.9,-99.9
2183,Townsville,10,1687622400,2023-06-25T02:00:00,-19.17649,147.07556,0.305,0.58,5,3.306,23.9,45.32,-99.9,-99.9
2184,Townsville,10,1687624200,2023-06-25T02:30:00,-19.17647,147.07556,0.323,0.65,4.76,3.604,23.85,42.52,-99.9,-99.9
2185,Townsville,10,1687626000,2023-06-25T03:00:00,-19.17644,147.07558,0.295,0.49,7.69,3.883,23.85,50.92,-99.9,-99.9
2186,Townsville,10,1687627800,2023-06-25T03:30:00,-19.17642,147.07561,0.317,0.49,7.69,3.571,23.85,46.72,-99.9,-99.9
2187,Townsville,10,1687629600,2023-06-25T04:00:00,-19.1764,147.07561,0.305,0.53,7.69,3.361,23.85,48.12,-99.9,-99.9
2188,Townsville,10,1687631400,2023-06-25T04:30:00,-19.17637,147.07561,0.322,0.67,7.69,3.226,23.8,46.72,-99.9,-99.9
2189,Townsville,10,1687633200,2023-06-25T05:00:00,-19.17635,147.07563,0.316,0.53,5,3.008,23.8,56.52,-99.9,-99.9
2190,Townsville,10,1687635000,2023-06-25T05:30:00,-19.1763,147.07565,0.321,0.57,5.26,3.03,23.8,52.32,-99.9,-99.9
2191,Townsville,10,1687636800,2023-06-25T06:00:00,-19.1763,147.07563,0.344,0.57,5.56,3.15,23.75,49.52,-99.9,-99.9
2192,Townsville,10,1687638600,2023-06-25T06:30:00,-19.17629,147.07563,0.375,0.6,6.67,2.985,23.75,52.32,-99.9,-99.9
2193,Townsville,10,1687640400,2023-06-25T07:00:00,-19.17624,147.07561,0.354,0.75,2.5,2.941,23.75,147.92,-99.9,-99.9
2194,Townsville,10,1687642200,2023-06-25T07:30:00,-19.17625,147.07563,0.357,0.65,2.56,2.963,23.8,149.32,-99.9,-99.9
2195,Townsville,10,1687644000,2023-06-25T08:00:00,-19.17622,147.07558,0.339,0.71,2.63,3.008,23.75,143.72,-99.9,-99.9
2196,Townsville,10,1687645800,2023-06-25T08:30:00,-19.17621,147.07563,0.36,0.57,2.56,2.899,23.75,147.92,-99.9,-99.9
2197,Townsville,10,1687647600,2023-06-25T09:00:00,-19.17616,147.07561,0.349,0.62,2.63,2.878,23.75,146.52,-99.9,-99.9
2198,Townsville,10,1687649400,2023-06-25T09:30:00,-19.17634,147.0755,0.348,0.74,7.14,3.008,23.75,45.32,-99.9,-99.9
2199,Townsville,10,1687651200,2023-06-25T10:00:00,-19.17631,147.07556,0.341,0.6,7.69,3.03,23.8,48.12,-99.9,-99.9
2200,Townsville,10,1687653000,2023-06-25T10:30:00,-19.17641,147.07556,0.332,0.53,7.69,3.03,23.85,49.52,-99.9,-99.9
2201,Townsville,10,1687654800,2023-06-25T11:00:00,-19.17643,147.07552,0.323,0.48,7.69,3.03,23.9,46.72,-99.9,-99.9
2202,Townsville,10,1687656600,2023-06-25T11:30:00,-19.1764,147.0755,0.332,0.59,7.69,2.963,23.95,43.92,-99.9,-99.9
2203,Townsville,10,1687658400,2023-06-25T12:00:00,-19.17646,147.0753,0.334,0.54,7.14,3.101,24,39.62,-99.9,-99.9
2204,Townsville,10,1687660200,2023-06-25T12:30:00,-19.17651,147.07526,0.328,0.53,7.14,3.252,24.05,45.32,-99.9,-99.9
2205,Townsville,10,1687662000,2023-06-25T13:00:00,-19.17665,147.07526,0.346,0.52,6.67,3.15,24.1,41.12,-99.9,-99.9
2206,Townsville,10,1687663800,2023-06-25T13:30:00,-19.17664,147.07535,0.385,0.63,7.14,3.15,24.15,45.32,-99.9,-99.9
2207,Townsville,10,1687665600,2023-06-25T14:00:00,-19.17665,147.07533,0.4,0.81,3.57,3.125,24.2,94.52,-99.9,-99.9
2208,Townsville,10,1687667400,2023-06-25T14:30:00,-19.17663,147.07535,0.379,0.85,3.57,3.175,24.25,94.52,-99.9,-99.9
2209,Townsville,10,1687669200,2023-06-25T15:00:00,-19.1766,147.07539,0.406,0.71,3.57,3.2,24.15,79.02,-99.9,-99.9
2210,Townsville,10,1687671000,2023-06-25T15:30:00,-19.17663,147.07541,0.378,0.68,3.57,3.252,24.2,88.92,-99.9,-99.9
2211,Townsville,10,1687672800,2023-06-25T16:00:00,-19.17655,147.07546,0.389,0.64,6.67,3.15,24.2,43.92,-99.9,-99.9
2212,Townsville,10,1687674600,2023-06-25T16:30:00,-19.1765,147.07546,0.365,0.66,5,3.279,24.2,45.32,-99.9,-99.9
2213,Townsville,10,1687676400,2023-06-25T17:00:00,-19.17649,147.07552,0.374,0.63,7.14,3.226,24.15,42.52,-99.9,-99.9
2214,Townsville,10,1687678200,2023-06-25T17:30:00,-19.17647,147.0755,0.37,0.63,3.57,3.39,24.15,76.22,-99.9,-99.9
