_id,Site,SiteNumber,Seconds,DateTime,Latitude,Longitude,Hsig,Hmax,Tp,Tz,SST,Direction,Current Speed,Current Direction
194,Caloundra,54,1687829400,2023-06-27T11:30:00,-26.84634,153.1551,0.387,0.71,14.29,4.255,20,99.8,-99.9,-99.9
195,Caloundra,54,1687831200,2023-06-27T12:00:00,-26.84637,153.15504,0.365,0.72,14.29,4.255,20,88.6,-99.9,-99.9
196,Caloundra,54,1687833000,2023-06-27T12:30:00,-26.84649,153.15497,0.414,0.85,12.5,4.211,20,106.9,-99.9,-99.9
197,Caloundra,54,1687834800,2023-06-27T13:00:00,-26.84667,153.15495,0.394,0.86,14.29,4.348,20,101.3,-99.9,-99.9
198,Caloundra,54,1687836600,2023-06-27T13:30:00,-26.84681,153.15491,0.398,0.7,14.29,4.167,20,99.8,-99.9,-99.9
199,Caloundra,54,1687838400,2023-06-27T14:00:00,-26.84692,153.15484,0.443,0.78,14.29,4.598,20,108.3,-99.9,-99.9
200,Caloundra,54,1687840200,2023-06-27T14:30:00,-26.84702,153.1548,0.433,0.69,14.29,4.819,20,109.7,-99.9,-99.9
201,Caloundra,54,1687842000,2023-06-27T15:00:00,-26.84707,153.1548,0.442,0.74,13.33,5.634,20,91.4,-99.9,-99.9
202,Caloundra,54,1687843800,2023-06-27T15:30:00,-26.84708,153.1548,0.439,0.78,12.5,5.634,20,94.2,-99.9,-99.9
203,Caloundra,54,1687845600,2023-06-27T16:00:00,-26.84709,153.1548,0.432,0.71,14.29,5.634,19.95,108.3,-99.9,-99.9
204,Caloundra,54,1687847400,2023-06-27T16:30:00,-26.84708,153.15478,0.439,0.7,12.5,5.882,19.95,105.5,-99.9,-99.9
205,Caloundra,54,1687849200,2023-06-27T17:00:00,-26.84706,153.15476,0.454,0.91,14.29,5.97,19.95,102.7,-99.9,-99.9
206,Caloundra,54,1687851000,2023-06-27T17:30:00,-26.84697,153.15471,0.463,0.8,13.33,5.797,19.95,97,-99.9,-99.9
207,Caloundra,54,1687852800,2023-06-27T18:00:00,-26.84685,153.15476,0.503,0.88,14.29,5.882,19.95,101.3,-99.9,-99.9
208,Caloundra,54,1687854600,2023-06-27T18:30:00,-26.84675,153.15482,0.482,0.77,13.33,5.333,19.95,88.6,-99.9,-99.9
209,Caloundra,54,1687856400,2023-06-27T19:00:00,-26.84665,153.15484,0.482,0.74,14.29,5.405,19.95,98.4,-99.9,-99.9
210,Caloundra,54,1687858200,2023-06-27T19:30:00,-26.84654,153.15484,0.52,0.89,14.29,5.479,19.95,99.8,-99.9,-99.9
211,Caloundra,54,1687860000,2023-06-27T20:00:00,-26.84644,153.15489,0.547,0.98,13.33,5.556,19.95,105.5,-99.9,-99.9
212,Caloundra,54,1687861800,2023-06-27T20:30:00,-26.84636,153.15493,0.59,0.97,11.76,5.333,20,95.6,-99.9,-99.9
213,Caloundra,54,1687863600,2023-06-27T21:00:00,-26.84631,153.15497,0.527,0.83,13.33,5.128,19.95,102.7,-99.9,-99.9
214,Caloundra,54,1687865400,2023-06-27T21:30:00,-26.84631,153.15499,0.546,0.81,11.11,5.556,20,88.6,-99.9,-99.9
215,Caloundra,54,1687867200,2023-06-27T22:00:00,-26.84632,153.15499,0.572,1.15,13.33,5.634,20,97,-99.9,-99.9
216,Caloundra,54,1687869000,2023-06-27T22:30:00,-26.84632,153.15499,0.559,0.94,13.33,6.061,20,90,-99.9,-99.9
217,Caloundra,54,1687870800,2023-06-27T23:00:00,-26.84632,153.15501,0.525,0.86,13.33,5.634,20,101.3,-99.9,-99.9
218,Caloundra,54,1687872600,2023-06-27T23:30:00,-26.84632,153.15499,0.528,0.89,14.29,5.797,20,98.4,-99.9,-99.9
219,Caloundra,54,1687874400,2023-06-28T00:00:00,-26.84637,153.15501,0.536,0.91,12.5,6.154,20,99.8,-99.9,-99.9
220,Caloundra,54,1687876200,2023-06-28T00:30:00,-26.84653,153.15499,0.545,0.87,13.33,6.452,19.95,102.7,-99.9,-99.9
221,Caloundra,54,1687878000,2023-06-28T01:00:00,-26.84669,153.15497,0.51,0.83,12.5,5.97,20,102.7,-99.9,-99.9
222,Caloundra,54,1687879800,2023-06-28T01:30:00,-26.8468,153.15493,0.551,0.8,14.29,6.78,19.9,98.4,-99.9,-99.9
223,Caloundra,54,1687881600,2023-06-28T02:00:00,-26.84688,153.15489,0.508,0.78,12.5,6.557,19.9,111.1,-99.9,-99.9
224,Caloundra,54,1687883400,2023-06-28T02:30:00,-26.84694,153.15486,0.532,0.85,11.76,6.667,19.85,105.5,-99.9,-99.9
225,Caloundra,54,1687885200,2023-06-28T03:00:00,-26.84699,153.15484,0.542,1.02,14.29,6.452,19.8,97,-99.9,-99.9
226,Caloundra,54,1687887000,2023-06-28T03:30:00,-26.84702,153.15482,0.54,0.82,12.5,7.143,19.8,97,-99.9,-99.9
227,Caloundra,54,1687888800,2023-06-28T04:00:00,-26.84706,153.1548,0.552,0.99,13.33,7.018,19.8,95.6,-99.9,-99.9
228,Caloundra,54,1687890600,2023-06-28T04:30:00,-26.84706,153.1548,0.606,1.02,12.5,7.143,19.9,99.8,-99.9,-99.9
229,Caloundra,54,1687892400,2023-06-28T05:00:00,-26.84706,153.1548,0.616,0.98,12.5,7.692,19.9,94.2,-99.9,-99.9
230,Caloundra,54,1687894200,2023-06-28T05:30:00,-26.84702,153.15495,0.588,0.83,14.29,7.143,20.15,104.1,-99.9,-99.9
231,Caloundra,54,1687896000,2023-06-28T06:00:00,-26.84684,153.15495,0.579,1.1,12.5,7.273,20.05,101.3,-99.9,-99.9
232,Caloundra,54,1687897800,2023-06-28T06:30:00,-26.84667,153.15499,0.634,1.05,14.29,7.407,20.05,94.2,-99.9,-99.9
233,Caloundra,54,1687899600,2023-06-28T07:00:00,-26.84653,153.15501,0.583,0.99,14.29,7.692,20,98.4,-99.9,-99.9
234,Caloundra,54,1687901400,2023-06-28T07:30:00,-26.84634,153.15508,0.675,1.04,12.5,7.407,19.95,97,-99.9,-99.9
235,Caloundra,54,1687903200,2023-06-28T08:00:00,-26.84629,153.15506,0.619,0.96,13.33,8.163,19.85,91.4,-99.9,-99.9
236,Caloundra,54,1687905000,2023-06-28T08:30:00,-26.84629,153.15508,0.595,1.01,12.5,7.143,19.9,92.8,-99.9,-99.9
237,Caloundra,54,1687906800,2023-06-28T09:00:00,-26.84629,153.1551,0.659,1.07,14.29,7.273,19.85,94.2,-99.9,-99.9
238,Caloundra,54,1687908600,2023-06-28T09:30:00,-26.84631,153.15508,0.672,1.1,11.76,7.843,19.95,88.6,-99.9,-99.9
239,Caloundra,54,1687910400,2023-06-28T10:00:00,-26.84629,153.15508,0.639,1.07,12.5,7.692,19.95,95.6,-99.9,-99.9
240,Caloundra,54,1687912200,2023-06-28T10:30:00,-26.84629,153.15506,0.589,1.17,12.5,7.407,19.95,97,-99.9,-99.9
241,Caloundra,54,1687914000,2023-06-28T11:00:00,-26.84629,153.15504,0.557,1.11,12.5,5.714,20,94.2,-99.9,-99.9
242,Caloundra,54,1687915800,2023-06-28T11:30:00,-26.84631,153.15501,0.632,1.14,13.33,5.634,20.05,104.1,-99.9,-99.9
243,Caloundra,54,1687917600,2023-06-28T12:00:00,-26.84633,153.15493,0.644,1.17,13.33,5.556,20,98.4,-99.9,-99.9
244,Caloundra,54,1687919400,2023-06-28T12:30:00,-26.84647,153.1548,0.632,1.07,14.29,5.128,20,104.1,-99.9,-99.9
245,Caloundra,54,1687921200,2023-06-28T13:00:00,-26.84671,153.15471,0.61,1.16,13.33,5.128,20,101.3,-99.9,-99.9
246,Caloundra,54,1687923000,2023-06-28T13:30:00,-26.84702,153.15465,0.619,1.14,12.5,4.651,20,109.7,-99.9,-99.9
247,Caloundra,54,1687924800,2023-06-28T14:00:00,-26.84714,153.15474,0.662,1.23,12.5,4.545,20,113.9,-99.9,-99.9
248,Caloundra,54,1687926600,2023-06-28T14:30:00,-26.8472,153.1548,0.63,1.13,12.5,4.545,20,109.7,-99.9,-99.9
249,Caloundra,54,1687928400,2023-06-28T15:00:00,-26.8472,153.1548,0.606,1.08,13.33,4.444,20,104.1,-99.9,-99.9
250,Caloundra,54,1687930200,2023-06-28T15:30:00,-26.84721,153.1548,0.628,1.1,13.33,4.396,20,104.1,-99.9,-99.9
251,Caloundra,54,1687932000,2023-06-28T16:00:00,-26.84721,153.15478,0.615,1.2,13.33,4.598,20,111.1,-99.9,-99.9
252,Caloundra,54,1687935600,2023-06-28T17:00:00,-26.84723,153.15482,0.653,1.24,13.33,4.301,20.35,106.9,-99.9,-99.9
253,Caloundra,54,1687937400,2023-06-28T17:30:00,-26.84721,153.15478,0.673,1.1,12.5,4.211,20.4,105.5,-99.9,-99.9
254,Caloundra,54,1687939200,2023-06-28T18:00:00,-26.8472,153.15476,0.664,1.19,13.33,4.651,20.45,112.5,-99.9,-99.9
255,Caloundra,54,1687941000,2023-06-28T18:30:00,-26.84716,153.15471,0.7,1.34,13.33,4.494,20.45,101.3,-99.9,-99.9
256,Caloundra,54,1687942800,2023-06-28T19:00:00,-26.84709,153.15467,0.701,1.2,14.29,4.706,20.4,106.9,-99.9,-99.9
257,Caloundra,54,1687944600,2023-06-28T19:30:00,-26.8469,153.15469,0.724,1.3,12.5,5,20.4,95.6,-99.9,-99.9
258,Caloundra,54,1687946400,2023-06-28T20:00:00,-26.84679,153.15478,0.706,1.27,14.29,4.819,20.35,102.7,-99.9,-99.9
259,Caloundra,54,1687948200,2023-06-28T20:30:00,-26.84653,153.15486,0.735,1.16,12.5,4.819,20.35,92.8,-99.9,-99.9
260,Caloundra,54,1687950000,2023-06-28T21:00:00,-26.84637,153.15495,0.789,1.29,12.5,4.706,20.35,99.8,-99.9,-99.9
261,Caloundra,54,1687951800,2023-06-28T21:30:00,-26.84633,153.15504,0.786,1.38,13.33,4.598,20.25,91.4,-99.9,-99.9
262,Caloundra,54,1687953600,2023-06-28T22:00:00,-26.84629,153.15506,0.828,1.26,12.5,4.545,20.2,101.3,-99.9,-99.9
263,Caloundra,54,1687955400,2023-06-28T22:30:00,-26.84629,153.15504,0.775,1.32,4.76,4.706,20.15,32.3,-99.9,-99.9
264,Caloundra,54,1687957200,2023-06-28T23:00:00,-26.84629,153.15506,0.777,1.48,13.33,4.494,20.1,81.6,-99.9,-99.9
265,Caloundra,54,1687959000,2023-06-28T23:30:00,-26.84629,153.15501,0.803,1.15,12.5,4.651,20.05,81.6,-99.9,-99.9
266,Caloundra,54,1687960800,2023-06-29T00:00:00,-26.84629,153.15499,0.673,1.11,12.5,4.819,20,92.8,-99.9,-99.9
267,Caloundra,54,1687962600,2023-06-29T00:30:00,-26.84631,153.15499,0.659,1.01,13.33,4.819,20.05,90,-99.9,-99.9
268,Caloundra,54,1687964400,2023-06-29T01:00:00,-26.84634,153.15493,0.626,0.96,13.33,4.819,20.05,92.8,-99.9,-99.9
269,Caloundra,54,1687966200,2023-06-29T01:30:00,-26.84649,153.15484,0.65,1.05,13.33,5.195,20.05,105.5,-99.9,-99.9
270,Caloundra,54,1687968000,2023-06-29T02:00:00,-26.84667,153.15486,0.623,1.2,12.5,5.479,20.05,95.6,-99.9,-99.9
271,Caloundra,54,1687969800,2023-06-29T02:30:00,-26.84678,153.15486,0.575,0.89,13.33,5.882,20.05,97,-99.9,-99.9
272,Caloundra,54,1687971600,2023-06-29T03:00:00,-26.84698,153.15478,0.542,1.04,12.5,5.063,20.05,94.2,-99.9,-99.9
273,Caloundra,54,1687973400,2023-06-29T03:30:00,-26.84709,153.15476,0.526,0.98,13.33,4.819,20.05,98.4,-99.9,-99.9
274,Caloundra,54,1687975200,2023-06-29T04:00:00,-26.84713,153.15478,0.497,1.08,13.33,5.405,20.05,97,-99.9,-99.9
275,Caloundra,54,1687977000,2023-06-29T04:30:00,-26.84714,153.15484,0.505,0.98,12.5,5.634,20.05,94.2,-99.9,-99.9
276,Caloundra,54,1687978800,2023-06-29T05:00:00,-26.84713,153.15491,0.506,0.89,13.33,5.063,20.1,99.8,-99.9,-99.9
277,Caloundra,54,1687980600,2023-06-29T05:30:00,-26.84712,153.15495,0.484,0.97,12.5,4.819,20.15,98.4,-99.9,-99.9
278,Caloundra,54,1687982400,2023-06-29T06:00:00,-26.84703,153.15501,0.429,0.72,12.5,4.545,20.15,94.2,-99.9,-99.9
279,Caloundra,54,1687984200,2023-06-29T06:30:00,-26.84693,153.15504,0.428,0.81,12.5,4.819,20.15,105.5,-99.9,-99.9
280,Caloundra,54,1687987800,2023-06-29T07:30:00,-26.84671,153.15514,0.447,0.79,13.33,4.598,20.1,84.4,-99.9,-99.9
281,Caloundra,54,1687989600,2023-06-29T08:00:00,-26.84649,153.15529,0.409,0.69,13.33,4.706,20.05,90,-99.9,-99.9
282,Caloundra,54,1687991400,2023-06-29T08:30:00,-26.8464,153.15527,0.405,0.74,13.33,4.938,20.05,97,-99.9,-99.9
283,Caloundra,54,1687993200,2023-06-29T09:00:00,-26.84636,153.15523,0.517,0.85,13.33,4.651,20.05,83,-99.9,-99.9
284,Caloundra,54,1687995000,2023-06-29T09:30:00,-26.84633,153.15519,0.429,0.78,13.33,5.405,20.15,88.6,-99.9,-99.9
285,Caloundra,54,1687996800,2023-06-29T10:00:00,-26.84632,153.15519,0.434,0.76,12.5,5.479,20.05,84.4,-99.9,-99.9
286,Caloundra,54,1687998600,2023-06-29T10:30:00,-26.84632,153.15516,0.44,0.77,11.76,6.154,20.05,87.2,-99.9,-99.9
287,Caloundra,54,1688000400,2023-06-29T11:00:00,-26.84633,153.15514,0.393,0.71,13.33,6.061,20,88.6,-99.9,-99.9
288,Caloundra,54,1688002200,2023-06-29T11:30:00,-26.84632,153.15514,0.362,0.67,13.33,6.349,20,98.4,-99.9,-99.9
289,Caloundra,54,1688004000,2023-06-29T12:00:00,-26.84634,153.15514,0.357,0.65,12.5,6.25,20,92.8,-99.9,-99.9
290,Caloundra,54,1688005800,2023-06-29T12:30:00,-26.84635,153.15512,0.386,0.63,12.5,6.25,20,94.2,-99.9,-99.9
291,Caloundra,54,1688007600,2023-06-29T13:00:00,-26.84637,153.15519,0.389,0.65,11.76,6.667,20,108.3,-99.9,-99.9
292,Caloundra,54,1688009400,2023-06-29T13:30:00,-26.84646,153.15523,0.373,0.66,11.76,6.349,20,95.6,-99.9,-99.9
293,Caloundra,54,1688011200,2023-06-29T14:00:00,-26.84663,153.15514,0.402,0.72,12.5,7.843,20,101.3,-99.9,-99.9
294,Caloundra,54,1688013000,2023-06-29T14:30:00,-26.84683,153.15508,0.344,0.64,12.5,4.938,20,98.4,-99.9,-99.9
295,Caloundra,54,1688014800,2023-06-29T15:00:00,-26.8471,153.15497,0.344,0.72,12.5,4.706,20.05,98.4,-99.9,-99.9
296,Caloundra,54,1688016600,2023-06-29T15:30:00,-26.84718,153.15495,0.314,0.57,12.5,5.063,20.05,104.1,-99.9,-99.9
297,Caloundra,54,1688018400,2023-06-29T16:00:00,-26.84718,153.15495,0.36,0.64,12.5,5.333,20,106.9,-99.9,-99.9
298,Caloundra,54,1688020200,2023-06-29T16:30:00,-26.8472,153.15489,0.352,0.77,12.5,5.263,20,111.1,-99.9,-99.9
299,Caloundra,54,1688022000,2023-06-29T17:00:00,-26.8472,153.15489,0.338,0.61,12.5,4.545,20,130.8,-99.9,-99.9
300,Caloundra,54,1688023800,2023-06-29T17:30:00,-26.84718,153.15493,0.327,0.64,12.5,5.128,20,101.3,-99.9,-99.9
301,Caloundra,54,1688025600,2023-06-29T18:00:00,-26.84716,153.15495,0.285,0.63,11.76,5,20,105.5,-99.9,-99.9
302,Caloundra,54,1688027400,2023-06-29T18:30:00,-26.8472,153.15499,0.34,0.61,11.76,4.348,20.3,97,-99.9,-99.9
303,Caloundra,54,1688029200,2023-06-29T19:00:00,-26.84718,153.15501,0.322,0.61,11.76,4,20.35,99.8,-99.9,-99.9
304,Caloundra,54,1688031000,2023-06-29T19:30:00,-26.84712,153.15508,0.325,0.71,12.5,4.124,20.35,97,-99.9,-99.9
305,Caloundra,54,1688032800,2023-06-29T20:00:00,-26.84694,153.1551,0.362,0.64,12.5,5.882,20.3,104.1,-99.9,-99.9
306,Caloundra,54,1688034600,2023-06-29T20:30:00,-26.84682,153.15512,0.341,0.58,12.5,5.797,20.25,88.6,-99.9,-99.9
307,Caloundra,54,1688036400,2023-06-29T21:00:00,-26.84668,153.15521,0.346,0.72,12.5,5.405,20.2,87.2,-99.9,-99.9
308,Caloundra,54,1688038200,2023-06-29T21:30:00,-26.8465,153.15531,0.372,0.79,12.5,5.405,20.05,90,-99.9,-99.9
309,Caloundra,54,1688041800,2023-06-29T22:30:00,-26.84636,153.15525,0.421,0.9,12.5,4.706,19.9,91.4,-99.9,-99.9
310,Caloundra,54,1688043600,2023-06-29T23:00:00,-26.84634,153.15519,0.452,0.73,8.33,4.124,19.95,111.1,-99.9,-99.9
311,Caloundra,54,1688045400,2023-06-29T23:30:00,-26.84632,153.15514,0.506,1.07,12.5,4.545,19.95,84.4,-99.9,-99.9
312,Caloundra,54,1688047200,2023-06-30T00:00:00,-26.84631,153.15514,0.438,0.81,7.69,4.348,19.85,111.1,-99.9,-99.9
313,Caloundra,54,1688049000,2023-06-30T00:30:00,-26.84632,153.15516,0.451,0.73,12.5,3.922,19.95,97,-99.9,-99.9
314,Caloundra,54,1688050800,2023-06-30T01:00:00,-26.84633,153.15514,0.441,0.88,11.76,4.211,19.95,102.7,-99.9,-99.9
315,Caloundra,54,1688052600,2023-06-30T01:30:00,-26.84635,153.15516,0.402,0.75,11.11,3.96,19.95,99.8,-99.9,-99.9
316,Caloundra,54,1688054400,2023-06-30T02:00:00,-26.8464,153.15523,0.439,0.73,12.5,3.883,19.95,95.6,-99.9,-99.9
317,Caloundra,54,1688056200,2023-06-30T02:30:00,-26.8465,153.15523,0.425,0.74,11.76,4.167,19.9,94.2,-99.9,-99.9
318,Caloundra,54,1688058000,2023-06-30T03:00:00,-26.84668,153.15514,0.42,0.83,11.11,4.167,19.9,98.4,-99.9,-99.9
319,Caloundra,54,1688059800,2023-06-30T03:30:00,-26.84681,153.15508,0.424,0.71,11.76,4.444,19.85,104.1,-99.9,-99.9
320,Caloundra,54,1688061600,2023-06-30T04:00:00,-26.84695,153.1551,0.398,0.74,11.11,4.255,19.8,95.6,-99.9,-99.9
321,Caloundra,54,1688063400,2023-06-30T04:30:00,-26.84711,153.15512,0.388,0.77,9.09,3.738,19.7,109.7,-99.9,-99.9
322,Caloundra,54,1688065200,2023-06-30T05:00:00,-26.84714,153.15514,0.383,0.64,11.76,3.571,19.65,98.4,-99.9,-99.9
323,Caloundra,54,1688067000,2023-06-30T05:30:00,-26.84715,153.15514,0.405,0.83,12.5,3.571,19.6,109.7,-99.9,-99.9
324,Caloundra,54,1688068800,2023-06-30T06:00:00,-26.84713,153.15516,0.381,0.72,12.5,3.846,19.65,97,-99.9,-99.9
325,Caloundra,54,1688070600,2023-06-30T06:30:00,-26.84712,153.15519,0.382,0.84,10.53,3.636,19.65,99.8,-99.9,-99.9
326,Caloundra,54,1688072400,2023-06-30T07:00:00,-26.84703,153.15527,0.428,0.78,11.76,4.04,19.7,102.7,-99.9,-99.9
327,Caloundra,54,1688074200,2023-06-30T07:30:00,-26.84692,153.15534,0.393,0.81,11.76,4.04,19.75,102.7,-99.9,-99.9
328,Caloundra,54,1688076000,2023-06-30T08:00:00,-26.84678,153.1554,0.391,0.82,11.11,3.67,19.65,106.9,-99.9,-99.9
329,Caloundra,54,1688077800,2023-06-30T08:30:00,-26.84658,153.1554,0.369,0.74,11.76,3.81,19.55,106.9,-99.9,-99.9
330,Caloundra,54,1688079600,2023-06-30T09:00:00,-26.84652,153.15542,0.388,0.72,11.76,3.509,19.45,94.2,-99.9,-99.9
331,Caloundra,54,1688081400,2023-06-30T09:30:00,-26.8464,153.15531,0.374,0.74,11.76,3.604,19.45,98.4,-99.9,-99.9
332,Caloundra,54,1688083200,2023-06-30T10:00:00,-26.84639,153.15534,0.371,0.7,11.11,3.333,19.5,92.8,-99.9,-99.9
333,North Moreton Bay,52,1687442400,2023-06-23T00:00:00,-26.9004,153.2814,0.525,1.05,6.67,3.571,21.45,98.4,-99.9,-99.9
334,North Moreton Bay,52,1687444200,2023-06-23T00:30:00,-26.90034,153.28179,0.522,0.89,10,3.704,21.4,102.7,-99.9,-99.9
335,North Moreton Bay,52,1687446000,2023-06-23T01:00:00,-26.89975,153.28204,0.539,0.96,10,3.636,21.35,99.8,-99.9,-99.9
336,North Moreton Bay,52,1687447800,2023-06-23T01:30:00,-26.89957,153.282,0.547,0.94,6.67,3.738,21.35,92.8,-99.9,-99.9
337,North Moreton Bay,52,1687449600,2023-06-23T02:00:00,-26.89955,153.28204,0.567,0.93,10,3.704,21.3,95.6,-99.9,-99.9
338,North Moreton Bay,52,1687451400,2023-06-23T02:30:00,-26.89955,153.28204,0.636,1.04,3.23,3.604,21.3,22.5,-99.9,-99.9
339,North Moreton Bay,52,1687453200,2023-06-23T03:00:00,-26.89956,153.28207,0.626,1.34,3.23,3.636,21.25,12.7,-99.9,-99.9
340,North Moreton Bay,52,1687455000,2023-06-23T03:30:00,-26.89966,153.28211,0.681,1.32,3.33,3.571,21.2,12.7,-99.9,-99.9
341,North Moreton Bay,52,1687456800,2023-06-23T04:00:00,-26.89969,153.28215,0.674,1.37,3.45,3.704,21.15,22.5,-99.9,-99.9
342,North Moreton Bay,52,1687458600,2023-06-23T04:30:00,-26.89976,153.28217,0.671,1.06,3.7,3.636,21.15,30.9,-99.9,-99.9
343,North Moreton Bay,52,1687460400,2023-06-23T05:00:00,-26.89978,153.28217,0.716,1.12,10,3.774,21.1,90,-99.9,-99.9
344,North Moreton Bay,52,1687462200,2023-06-23T05:30:00,-26.89982,153.28217,0.71,1.15,4,3.846,21.05,23.9,-99.9,-99.9
345,North Moreton Bay,52,1687464000,2023-06-23T06:00:00,-26.89991,153.28215,0.747,1.44,3.85,3.704,21.05,12.7,-99.9,-99.9
346,North Moreton Bay,52,1687465800,2023-06-23T06:30:00,-26.89996,153.28213,0.698,1.3,3.85,3.738,21.05,18.3,-99.9,-99.9
347,North Moreton Bay,52,1687467600,2023-06-23T07:00:00,-26.90023,153.28196,0.653,1.1,4,3.738,21.05,26.7,-99.9,-99.9
348,North Moreton Bay,52,1687469400,2023-06-23T07:30:00,-26.90036,153.28179,0.632,1.03,4,3.738,21.05,33.8,-99.9,-99.9
349,North Moreton Bay,52,1687471200,2023-06-23T08:00:00,-26.90042,153.28159,0.638,1.06,4,3.738,21.05,26.7,-99.9,-99.9
350,North Moreton Bay,52,1687473000,2023-06-23T08:30:00,-26.90045,153.28151,0.607,1.17,4.35,3.774,21.05,35.2,-99.9,-99.9
351,North Moreton Bay,52,1687474800,2023-06-23T09:00:00,-26.90045,153.28144,0.652,1.06,4.17,3.636,21.05,26.7,-99.9,-99.9
352,North Moreton Bay,52,1687476600,2023-06-23T09:30:00,-26.90045,153.28144,0.655,1.07,4,3.571,21.05,23.9,-99.9,-99.9
353,North Moreton Bay,52,1687478400,2023-06-23T10:00:00,-26.90046,153.28157,0.709,1.28,4.35,3.604,21.1,25.3,-99.9,-99.9
354,North Moreton Bay,52,1687480200,2023-06-23T10:30:00,-26.90046,153.28164,0.69,1.25,4.35,3.54,21.15,21.1,-99.9,-99.9
355,North Moreton Bay,52,1687482000,2023-06-23T11:00:00,-26.90044,153.2817,0.698,1.12,4.17,3.571,21.15,15.5,-99.9,-99.9
356,North Moreton Bay,52,1687483800,2023-06-23T11:30:00,-26.90043,153.28174,0.733,1.14,4.17,3.67,21.2,15.5,-99.9,-99.9
357,North Moreton Bay,52,1687485600,2023-06-23T12:00:00,-26.9004,153.28181,0.77,1.35,4.55,3.704,21.2,15.5,-99.9,-99.9
358,North Moreton Bay,52,1687487400,2023-06-23T12:30:00,-26.90034,153.28194,0.784,1.34,16.67,3.81,21.2,95.6,-99.9,-99.9
359,North Moreton Bay,52,1687489200,2023-06-23T13:00:00,-26.90025,153.28202,0.731,1.2,4.55,3.738,21.2,15.5,-99.9,-99.9
360,North Moreton Bay,52,1687491000,2023-06-23T13:30:00,-26.90016,153.28209,0.741,1.12,4.76,3.81,21.25,21.1,-99.9,-99.9
361,North Moreton Bay,52,1687492800,2023-06-23T14:00:00,-26.89999,153.28215,0.706,1.09,4.76,4,21.3,22.5,-99.9,-99.9
362,North Moreton Bay,52,1687494600,2023-06-23T14:30:00,-26.89995,153.28217,0.73,1.2,4.76,4.167,21.3,21.1,-99.9,-99.9
363,North Moreton Bay,52,1687496400,2023-06-23T15:00:00,-26.89993,153.28217,0.725,1.15,4.55,4.211,21.35,19.7,-99.9,-99.9
364,North Moreton Bay,52,1687498200,2023-06-23T15:30:00,-26.89995,153.28217,0.743,1.1,4.55,4.348,21.3,22.5,-99.9,-99.9
365,North Moreton Bay,52,1687500000,2023-06-23T16:00:00,-26.89991,153.28217,0.768,1.27,4.55,4.255,21.25,19.7,-99.9,-99.9
366,North Moreton Bay,52,1687501800,2023-06-23T16:30:00,-26.89991,153.28219,0.763,1.31,4.55,4.211,21.2,18.3,-99.9,-99.9
367,North Moreton Bay,52,1687503600,2023-06-23T17:00:00,-26.89998,153.28219,0.788,1.66,4.55,4.255,21.2,19.7,-99.9,-99.9
368,North Moreton Bay,52,1687505400,2023-06-23T17:30:00,-26.9,153.28211,0.709,1.44,4.76,4.301,21.15,26.7,-99.9,-99.9
369,North Moreton Bay,52,1687507200,2023-06-23T18:00:00,-26.90015,153.28189,0.712,1.34,4.55,4.255,21.2,25.3,-99.9,-99.9
370,North Moreton Bay,52,1687509000,2023-06-23T18:30:00,-26.90035,153.28149,0.708,1.22,4.55,4.444,21.15,22.5,-99.9,-99.9
371,North Moreton Bay,52,1687510800,2023-06-23T19:00:00,-26.90023,153.28106,0.709,1.09,4.55,4.396,21.25,21.1,-99.9,-99.9
372,North Moreton Bay,52,1687512600,2023-06-23T19:30:00,-26.90031,153.28114,0.725,1.15,4.76,4.301,21.15,23.9,-99.9,-99.9
373,North Moreton Bay,52,1687514400,2023-06-23T20:00:00,-26.90044,153.28159,0.809,1.3,5,4.301,21.05,26.7,-99.9,-99.9
374,North Moreton Bay,52,1687516200,2023-06-23T20:30:00,-26.90045,153.28157,0.814,1.28,5.26,4.396,21.1,26.7,-99.9,-99.9
375,North Moreton Bay,52,1687518000,2023-06-23T21:00:00,-26.90045,153.28151,0.835,1.65,4.76,4.348,21.2,21.1,-99.9,-99.9
376,North Moreton Bay,52,1687519800,2023-06-23T21:30:00,-26.90045,153.28151,0.788,1.49,5.26,4.494,21.25,19.7,-99.9,-99.9
377,North Moreton Bay,52,1687521600,2023-06-23T22:00:00,-26.90043,153.28146,0.823,1.37,5.26,4.444,21.2,22.5,-99.9,-99.9
378,North Moreton Bay,52,1687523400,2023-06-23T22:30:00,-26.9004,153.28144,0.81,1.45,5.26,4.444,21.2,21.1,-99.9,-99.9
379,North Moreton Bay,52,1687525200,2023-06-23T23:00:00,-26.9004,153.28157,0.842,1.36,5.26,4.598,21.15,22.5,-99.9,-99.9
380,North Moreton Bay,52,1687527000,2023-06-23T23:30:00,-26.90037,153.28172,0.815,1.55,5.26,4.444,21.15,21.1,-99.9,-99.9
381,North Moreton Bay,52,1687528800,2023-06-24T00:00:00,-26.90028,153.28194,0.815,1.39,5.26,4.348,21.15,19.7,-99.9,-99.9
382,North Moreton Bay,52,1687530600,2023-06-24T00:30:00,-26.9001,153.28211,0.784,1.25,5.56,4.396,21.15,23.9,-99.9,-99.9
383,North Moreton Bay,52,1687532400,2023-06-24T01:00:00,-26.89986,153.28217,0.684,1.16,5,4.598,21.15,19.7,-99.9,-99.9
